symbol,name,time,epsEstimate,reportedEps,suprise,date
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-05
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-05
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-05
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-05
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-05
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-05
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-05
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-05
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-05
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-05
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-05
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-05
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-05
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-05
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-05
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-05
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-05
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-05
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-05
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-05
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-05
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-05
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-05
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-05
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-06
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-06
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-06
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-06
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-06
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-06
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-06
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-06
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-06
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-06
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-06
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-06
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-06
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-06
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-06
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-06
WB,Weibo Corp,TAS,0.59,-,-,2019-06-06
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-06
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-06
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-06
SINA,SINA Corp,TAS,0.47,-,-,2019-06-06
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-06
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-06
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-06
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-06
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-06
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-06
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-06
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-06
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-06
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-06
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-06
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-06
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-06
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-06
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-06
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-06
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-06
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-06
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-06
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-06
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-06
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-06
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-06
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-06
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-07
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-07
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-07
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-07
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-07
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-07
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-07
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-07
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-07
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-07
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-07
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-07
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-07
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-07
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-07
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-07
WB,Weibo Corp,TAS,0.59,-,-,2019-06-07
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-07
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-07
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-07
SINA,SINA Corp,TAS,0.47,-,-,2019-06-07
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-07
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-07
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-07
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-07
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-07
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-07
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-07
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-07
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-07
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-07
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-07
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-07
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-07
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-07
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-07
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-07
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-07
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-07
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-07
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-07
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-07
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-07
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-07
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-07
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-08
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-08
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-08
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-08
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-08
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-08
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-08
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-08
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-08
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-08
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-08
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-08
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-08
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-08
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-08
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-08
WB,Weibo Corp,TAS,0.59,-,-,2019-06-08
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-08
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-08
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-08
SINA,SINA Corp,TAS,0.47,-,-,2019-06-08
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-08
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-08
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-08
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-08
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-08
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-08
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-08
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-08
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-08
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-08
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-08
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-08
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-08
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-08
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-08
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-08
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-08
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-08
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-08
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-08
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-08
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-08
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-08
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-08
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-09
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-09
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-09
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-09
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-09
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-09
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-09
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-09
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-09
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-09
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-09
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-09
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-09
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-09
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-09
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-09
WB,Weibo Corp,TAS,0.59,-,-,2019-06-09
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-09
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-09
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-09
SINA,SINA Corp,TAS,0.47,-,-,2019-06-09
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-09
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-09
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-09
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-09
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-09
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-09
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-09
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-09
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-09
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-09
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-09
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-09
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-09
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-09
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-09
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-09
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-09
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-09
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-09
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-09
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-09
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-09
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-09
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-09
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-10
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-10
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-10
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-10
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-10
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-10
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-10
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-10
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-10
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-10
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-10
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-10
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-10
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-10
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-10
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-10
WB,Weibo Corp,TAS,0.59,-,-,2019-06-10
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-10
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-10
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-10
SINA,SINA Corp,TAS,0.47,-,-,2019-06-10
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-10
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-10
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-10
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-10
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-10
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-10
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-10
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-10
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-10
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-10
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-10
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-10
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-10
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-10
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-10
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-10
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-10
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-10
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-10
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-10
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-10
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-10
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-10
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-10
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-11
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-11
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-11
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-11
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-11
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-11
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-11
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-11
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-11
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-11
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-11
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-11
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-11
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-11
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-11
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-11
WB,Weibo Corp,TAS,0.59,-,-,2019-06-11
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-11
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-11
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-11
SINA,SINA Corp,TAS,0.47,-,-,2019-06-11
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-11
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-11
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-11
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-11
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-11
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-11
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-11
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-11
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-11
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-11
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-11
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-11
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-11
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-11
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-11
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-11
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-11
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-11
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-11
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-11
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-11
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-11
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-11
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-11
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-12
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-12
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-12
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-12
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-12
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-12
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-12
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-12
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-12
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-12
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-12
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-12
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-12
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-12
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-12
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-12
WB,Weibo Corp,TAS,0.59,-,-,2019-06-12
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-12
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-12
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-12
SINA,SINA Corp,TAS,0.47,-,-,2019-06-12
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-12
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-12
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-12
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-12
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-12
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-12
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-12
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-12
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-12
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-12
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-12
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-12
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-12
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-12
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-12
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-12
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-12
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-12
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-12
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-12
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-12
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-12
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-12
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-12
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-13
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-13
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-13
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-13
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-13
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-13
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-13
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-13
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-13
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-13
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-13
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-13
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-13
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-13
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-13
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-13
WB,Weibo Corp,TAS,0.59,-,-,2019-06-13
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-13
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-13
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-13
SINA,SINA Corp,TAS,0.47,-,-,2019-06-13
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-13
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-13
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-13
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-13
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-13
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-13
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-13
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-13
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-13
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-13
